Handle,Title,Tags,Published,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Taxable,Variant Barcode,Cost per item,Status,Photo,Info,Detail,Expiration_date (product.metafields.custom.expiration_date),Stock Status CR (product.metafields.custom.stock_cr),Stock Status NB (product.metafields.custom.stock_nb),Stock Status IN (product.metafields.custom.stock_in),Stock Status BR (product.metafields.custom.stock_br),Wholesaler,
수피아 향초 글라스 FAVE - 모닝시리얼(Sufia Candle Glass FAVE - MORNING CEREAL),수피아 향초 글라스 FAVE - 모닝시리얼(Sufia Candle Glass FAVE - MORNING CEREAL),Decorations and Crafts,TRUE,112005389,,shopify,2,deny,manual,50.00,50.00,TRUE,"=""112005389""",0.00,archived,,,,-,1 Left,Out of stock,1 Left,Out of stock,,
수피아 향초 글라스 FAVE - 무비나이트(Sufia Candle Glass FAVE - MOVIE NIGHT),수피아 향초 글라스 FAVE - 무비나이트(Sufia Candle Glass FAVE - MOVIE NIGHT),Decorations and Crafts,TRUE,112005388,,shopify,3,deny,manual,50.00,50.00,TRUE,"=""112005388""",0.00,archived,,,,-,1 Left,1 Left,1 Left,Out of stock,,
수피아 향초 글라스 FAVE - 봄향기(Sufia Candle Glass FAVE - SPRING IS IN THE AIR),수피아 향초 글라스 FAVE - 봄향기(Sufia Candle Glass FAVE - SPRING IS IN THE AIR),Decorations and Crafts,TRUE,112005391,,shopify,4,deny,manual,50.00,50.00,TRUE,"=""112005391""",0.00,archived,,,,-,1 Left,1 Left,1 Left,1 Left,,
수피아 향초 글라스 FAVE - 블루보트하우스(Sufia Candle Glass FAVE - BLUE BOAT HOUSE),수피아 향초 글라스 FAVE - 블루보트하우스(Sufia Candle Glass FAVE - BLUE BOAT HOUSE),Decorations and Crafts,TRUE,112005387,,shopify,3,deny,manual,50.00,50.00,TRUE,"=""112005387""",0.00,archived,,,,-,1 Left,Out of stock,1 Left,1 Left,,
수피아 향초 글라스 FAVE - 해피마더스데이(Sufia Candle Glass FAVE - HAPPY MOTHER'S DAY),수피아 향초 글라스 FAVE - 해피마더스데이(Sufia Candle Glass FAVE - HAPPY MOTHER'S DAY),Decorations and Crafts,TRUE,112005390,,shopify,3,deny,manual,50.00,50.00,TRUE,"=""112005390""",0.00,archived,,,,-,1 Left,1 Left,1 Left,Out of stock,,
수피아 향초 베이커리-와플 아이스크림 $28.50(Sufia Candle Bakery-Waffle Ice Cream $28.50),수피아 향초 베이커리-와플 아이스크림 $28.50(Sufia Candle Bakery-Waffle Ice Cream $28.50),Decorations and Crafts,True,112005135,100,shopify,2,deny,manual,28.50,28.50,True,"=""112005135""",0.00,archived,,,,-,Out of stock,1 Left,Out of stock,1 Left,SUFIA,
수피아 향초 베이커리-치즈 조각 $28.50(Sufia Candle Bakery-Cheese Slices $28.50),수피아 향초 베이커리-치즈 조각 $28.50(Sufia Candle Bakery-Cheese Slices $28.50),Decorations and Crafts,True,112005120,,shopify,0,deny,manual,28.50,28.50,True,"=""112005120""",0.00,archived,,,,-,Out of stock,Out of stock,Out of stock,Out of stock,SUFIA,
수피아 향초 베이커리-토스트 $28.50(Sufia Candle Bakery-Tostie $28.50),수피아 향초 베이커리-토스트 $28.50(Sufia Candle Bakery-Tostie $28.50),Decorations and Crafts,True,112005249,100,shopify,1,deny,manual,28.50,28.50,True,"=""112005249""",0.00,archived,,,,-,1 Left,Out of stock,Out of stock,Out of stock,SUFIA,
수피아 향초 유리돔 오션(Sufia Candle Glass Dome -Ocean $25),수피아 향초 유리돔 오션(Sufia Candle Glass Dome -Ocean $25),Decorations and Crafts,True,112005289,100,shopify,1,deny,manual,25.00,25.00,True,"=""112005289""",0.00,archived,,,,-,Out of stock,Out of stock,Out of stock,1 Left,SUFIA,
수피아 휴대폰 백(Sufia Mobile Phone Bag),수피아 휴대폰 백(Sufia Mobile Phone Bag),Decorations and Crafts,TRUE,112005314,10,shopify,4,deny,manual,29.00,29.00,TRUE,"=""112005314""",0.00,archived,,,,-,Out of stock,Out of stock,2 Left,2 Left,SUFIA,
쉐프스토리 치즈핫도그 80g*5(Chefstory Cheese Hot Dog 80g*5),쉐프스토리 치즈핫도그 80g*5(Chefstory Cheese Hot Dog 80g*5),Frozen Foods,True,8805489000235,400,shopify,0,deny,manual,22.20,22.20,True,"=""8805489000235""",13.75,archived,X,X,,-,Out of stock,Out of stock,Out of stock,Out of stock,KS,
쉐프스토리 핫도그 80g*5(Chefstory Corn Dog 80g*5),쉐프스토리 핫도그 80g*5(Chefstory Corn Dog 80g*5),,True,8805489000341,,shopify,0,deny,manual,22.20,22.20,True,"=""8805489000341""",0.00,archived,X,X,,-,Out of stock,Out of stock,Out of stock,Out of stock,,
스낵면 컵 62g*15(OTG SNACK RAMEN CUP 62g*15),스낵면 컵 62g*15(OTG SNACK RAMEN CUP 62g*15),,True,18801045572663,,shopify,0,deny,manual,31.80,31.80,True,"=""18801045572663""",19.60,archived,X,X,,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
스키나 교자소스 235ml(Sukina Gyoza Sauce 235ml),스키나 교자소스 235ml(Sukina Gyoza Sauce 235ml),"Sauces, Soy Sauce",True,87703155923,235,shopify,0,deny,manual,5.90,5.90,True,"=""87703155923""",3.66,archived,O,X,,-,Out of stock,Out of stock,Out of stock,Out of stock,KS,
스텐 찜기(중)(S/S Foldable Steamer(M)),스텐 찜기(중)(S/S Foldable Steamer(M)),Kitchen and Dining,True,8809008039720,,shopify,0,deny,manual,9.50,9.50,True,"=""8809008039720""",0.00,archived,X,X,,-,Out of stock,Out of stock,Out of stock,Out of stock,,
시작 소주 딸기 360ml(Sizak Soju Strawberry),시작 소주 딸기 360ml(Sizak Soju Strawberry),", Special",TRUE,8809364111504,,shopify,19,deny,manual,11.99,13.99,TRUE,"=""8809364111504""",6.05,archived,,,,-,In stock,Out of stock,6 Left,Out of stock,유성,
시작 소주 파인애플 360ml(Sizak Soju Pineapple),시작 소주 파인애플 360ml(Sizak Soju Pineapple),Liquor,TRUE,8809914270200,360,shopify,0,deny,manual,13.99,13.99,TRUE,"=""8809914270200""",6.05,archived,,,,-,Out of stock,Out of stock,Out of stock,Out of stock,유성,
아씨 볶음용짜장 1kg(Assi Black Bean Paste 1kg),아씨 볶음용짜장 1kg(Assi Black Bean Paste 1kg),Paste,True,81652034711,1000,shopify,0,deny,manual,9.90,9.90,True,"=""81652034711""",6.34,archived,O,,,-,Out of stock,Out of stock,Out of stock,Out of stock,KF,
아씨 함흥냉면 1kg(Assi Hamheung Naengmyeon 1kg),아씨 함흥냉면 1kg(Assi Hamheung Naengmyeon 1kg),Noodles,True,81652800026,,shopify,0,deny,manual,11.99,11.99,True,"=""81652800026""",8.50,archived,X,X,,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
아워홈 부침용 두부 340g(OH Tofu(Firm) 340g),아워홈 부침용 두부 340g(OH Tofu(Firm) 340g),Tofu,True,8809665558671,340,shopify,0,deny,manual,4.50,4.50,True,"=""8809665558671""",2.72,archived,X,X,,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
아워홈 찌개용 두부 340g(OH Tofu(Soft) 340g),아워홈 찌개용 두부 340g(OH Tofu(Soft) 340g),Tofu,True,8809665556516,340,shopify,0,deny,manual,4.50,4.50,True,"=""8809665556516""",2.72,archived,X,X,,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
아쿠아슈즈(Aqua Shoes),아쿠아슈즈(Aqua Shoes),,True,112005025,100,shopify,5,deny,manual,25.00,25.00,True,"=""112005025""",14.00,archived,X,X,,-,Out of stock,5 Left,Out of stock,Out of stock,CFC,
애경 2080 파워쉴드플러스 블루더블민트 치약(AK Toothpaste double mint 140G),애경 2080 파워쉴드플러스 블루더블민트 치약(AK Toothpaste double mint 140G),Health and Personal Care,True,112005315,140,shopify,9,deny,manual,5.50,5.50,True,"=""112005315""",3.58,archived,,,,-,2 Left,2 Left,4 Left,1 Left,CFC,=L1132/O1132
약과 낱개(Traditional Cookies Single),약과 낱개(Traditional Cookies Single),Snacks,True,112005134,100,shopify,53,deny,manual,1.20,1.20,True,"=""112005134""",0.00,archived,X,X,,-,9 Left,In stock,In stock,In stock,,
양면석쇠(백석쇠)(Both-side Grill(White)),양면석쇠(백석쇠)(Both-side Grill(White)),Kitchen and Dining,True,112005076,,shopify,0,deny,manual,7.50,7.50,True,"=""112005076""",5.15,archived,X,X,,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
예다원 삼계탕 백숙재료 100G(YDW Chicken Soup Spices 100G),예다원 삼계탕 백숙재료 100G(YDW Chicken Soup Spices 100G),Stock,True,8809384590051,100,shopify,0,deny,manual,5.99,5.99,True,"=""8809384590051""",4.26,archived,O,X,,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
예다원 죽엽 백숙재료 100G(YDW Bamboo Chicken Soup Spices 100G),예다원 죽엽 백숙재료 100G(YDW Bamboo Chicken Soup Spices 100G),,TRUE,8809384590037,,shopify,0,deny,manual,5.99,5.99,TRUE,"=""8809384590037""",4.36,archived,X,X,,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 간장찜닭양념 240g(OTG Chicken BBQ Sauce(Soy) 240g),오뚜기 간장찜닭양념 240g(OTG Chicken BBQ Sauce(Soy) 240g),,True,8801045120041,,shopify,0,deny,manual,5.50,5.50,True,"=""8801045120041""",3.27,archived,X,X,,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 간장찜닭양념 480g(OTG Chicken BBQ Sauce(Soy) 480g),오뚜기 간장찜닭양념 480g(OTG Chicken BBQ Sauce(Soy) 480g),Sauces,True,8801045120058,480,shopify,0,deny,manual,7.99,7.99,True,"=""8801045120058""",5.07,archived,X,X,,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 결명자차 1g*50(OTG Cassia Seed Tea 1g*50),오뚜기 결명자차 1g*50(OTG Cassia Seed Tea 1g*50),,True,8802783204543,50,shopify,0,deny,manual,8.90,8.90,True,"=""8802783204543""",6.17,archived,X,X,,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 계란야채죽 285g(OTG Egg&Vegetable Porridge 285g),오뚜기 계란야채죽 285g(OTG Egg&Vegetable Porridge 285g),Instant Foods,True,8801045303055,285,shopify,0,deny,manual,4.80,4.80,True,"=""8801045303055""",3.25,archived,X,X,,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 고소한 참기름 450ml(OTG Sesame Oil 450ml-1),오뚜기 고소한 참기름 450ml(OTG Sesame Oil 450ml-1),,True,8801045440552,450,shopify,0,deny,manual,16.80,16.80,True,"=""8801045440552""",14.67,archived,X,X,,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 구수한 누룽지 60g(OTG Scorched Rice 60g),오뚜기 구수한 누룽지 60g(OTG Scorched Rice 60g),"Rice, Instant Foods",True,8801045890715,60,shopify,0,deny,manual,3.50,3.50,True,"=""8801045890715""",2.88,archived,X,X,,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 국화향기 국화차 0.4g*20T(OTG Chrysanthemum Tea 0.4g*20T),오뚜기 국화향기 국화차 0.4g*20T(OTG Chrysanthemum Tea 0.4g*20T),Tea,True,8802783203423,,shopify,0,deny,manual,5.90,5.90,True,"=""8802783203423""",3.33,archived,X,X,,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 꿀대추차 1kg(OTG Honey Jujube Tea 1kg),오뚜기 꿀대추차 1kg(OTG Honey Jujube Tea 1kg),Tea,True,8802783680118,,shopify,0,deny,manual,15.90,15.90,True,"=""8802783680118""",11.56,archived,X,X,,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 꿀매실차 500g(OTG Honey Plum Tea 500g),오뚜기 꿀매실차 500g(OTG Honey Plum Tea 500g),Tea,True,8802783202891,,shopify,0,deny,manual,9.50,9.50,True,"=""8802783202891""",5.60,archived,X,X,,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 꿀모과차 1kg(OTG Honey Quince Tea 1kg),오뚜기 꿀모과차 1kg(OTG Honey Quince Tea 1kg),Tea,True,8802783680101,,shopify,0,deny,manual,15.90,15.90,True,"=""8802783680101""",11.56,archived,X,X,,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 꿀모과차 500g(OTG Honey Quince Tea 500g),오뚜기 꿀모과차 500g(OTG Honey Quince Tea 500g),Tea,True,8802783620060,,shopify,0,deny,manual,9.50,9.50,True,"=""8802783620060""",5.50,archived,X,X,,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 닭볶음탕양념 235g(OTG Chicken BBQ(Spicy) 235g),오뚜기 닭볶음탕양념 235g(OTG Chicken BBQ(Spicy) 235g),Sauces,True,8801045120027,235,shopify,0,deny,manual,3.99,3.99,True,"=""8801045120027""",3.60,archived,X,X,,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 닭볶음탕양념 470g(OTG Chicken BBQ(Spicy) 470g),오뚜기 닭볶음탕양념 470g(OTG Chicken BBQ(Spicy) 470g),Sauces,True,8801045120034,470,shopify,0,deny,manual,5.99,5.99,True,"=""8801045120034""",5.27,archived,X,X,,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 돼지고기 김치 찌개 480g(OTG Pork and Kimchi Stew 480g),오뚜기 돼지고기 김치 찌개 480g(OTG Pork and Kimchi Stew 480g),Instant Foods,True,8801045290461,480,shopify,0,deny,manual,8.90,8.90,True,"=""8801045290461""",5.22,archived,X,X,,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 라면사리 110G_1(OTG Ramen Sari 110G_1),오뚜기 라면사리 110G_1(OTG Ramen Sari 110G_1),Instant Noodles,True,645175522010,110,shopify,0,deny,manual,1.15,1.15,True,"=""645175522010""",0.52,archived,X,X,O,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 메밀담은 구수한 누릉지차 2g*50T(OTG Buckwheat+Crispy Rice Tea 2g*50T),오뚜기 메밀담은 구수한 누릉지차 2g*50T(OTG Buckwheat+Crispy Rice Tea 2g*50T),Tea,TRUE,8802783203935,,shopify,0,deny,manual,10.99,10.99,TRUE,"=""8802783203935""",7.83,archived,X,X,,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 미향 360ml(OTG Cooking Wine 360ml),오뚜기 미향 360ml(OTG Cooking Wine 360ml),Cooking Wine,True,8801045220109,,shopify,0,deny,manual,3.70,3.70,True,"=""8801045220109""",2.13,archived,X,X,,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 바지락 새우 순두부찌개 양념 90g(OTG Soft Tofu Stew Sauce with Clam and Shrimp 90g),오뚜기 바지락 새우 순두부찌개 양념 90g(OTG Soft Tofu Stew Sauce with Clam and Shrimp 90g),"Sauces, Easy",TRUE,8801045120898,90,shopify,0,deny,manual,3.80,3.80,TRUE,"=""8801045120898""",2.45,archived,X,X,,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 밥친구 해물 36.3g(OTG Rice Friend Seafood 36.3g),오뚜기 밥친구 해물 36.3g(OTG Rice Friend Seafood 36.3g),Seasonings,True,8801045035437,,shopify,0,deny,manual,4.80,4.80,True,"=""8801045035437""",2.92,archived,X,X,,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 부대찌개라면 130g(OTG Sausage Stew Ramen 130g)[SINGLE],오뚜기 부대찌개라면 130g(OTG Sausage Stew Ramen 130g)[SINGLE],Instant Noodles,True,8801045523729,,shopify,0,deny,manual,2.80,2.80,True,"=""8801045523729""",1.91,archived,X,X,,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 부대찌개라면 멀티(OTG Sausage Stew Ramen 130g*4)[MULTI],오뚜기 부대찌개라면 멀티(OTG Sausage Stew Ramen 130g*4)[MULTI],Instant Noodles,True,8801045523750,,shopify,0,deny,manual,9.99,9.99,True,"=""8801045523750""",7.62,archived,X,X,,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 북경짬뽕 멀티(OTG Beijing Jjambbong Ramen EX 120G*5)[MULTI],오뚜기 북경짬뽕 멀티(OTG Beijing Jjambbong Ramen EX 120G*5)[MULTI],Instant Noodles,True,645175521556,600,shopify,0,deny,manual,9.20,9.20,True,"=""645175521556""",7.00,archived,X,O,,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 빵가루 200g(OTG Bread Crumbs 200g),오뚜기 빵가루 200g(OTG Bread Crumbs 200g),Baking,True,8801045426204,200,shopify,0,deny,manual,4.10,4.10,True,"=""8801045426204""",1.62,archived,X,X,,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 뿌셔뿌셔(바베큐) 90g(OTG Noodle Snack(BBQ) 90g),오뚜기 뿌셔뿌셔(바베큐) 90g(OTG Noodle Snack(BBQ) 90g),Snacks,True,8801045560076,,shopify,0,deny,manual,1.95,1.95,True,"=""8801045560076""",1.17,archived,X,X,,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 뿌셔뿌셔(불고기) 90g(OTG Noodle Snack(Bulgogi) 90g),오뚜기 뿌셔뿌셔(불고기) 90g(OTG Noodle Snack(Bulgogi) 90g),Snacks,True,8801045560038,,shopify,0,deny,manual,1.95,1.95,True,"=""8801045560038""",1.17,archived,X,X,,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 뿌셔뿌셔(양념치킨) 90g(OTG Noodle Snack(Sweet Spicy Chicken) 90g),오뚜기 뿌셔뿌셔(양념치킨) 90g(OTG Noodle Snack(Sweet Spicy Chicken) 90g),Snacks,True,8801045560052,,shopify,0,deny,manual,1.95,1.95,True,"=""8801045560052""",1.17,archived,X,X,,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 삼겹살 제주식멜젓소스 270G(OTG Jeju Fish Sauce for BBQ 270G),오뚜기 삼겹살 제주식멜젓소스 270G(OTG Jeju Fish Sauce for BBQ 270G),"Sauces, BBQ",True,8801045121208,270,shopify,0,deny,manual,3.30,3.30,True,"=""8801045121208""",3.00,archived,X,X,,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 설렁탕 500g(OTG Beef Bone Soup 500g),오뚜기 설렁탕 500g(OTG Beef Bone Soup 500g),Instant Foods,True,8801045299600,500,shopify,0,deny,manual,4.99,4.99,True,"=""8801045299600""",4.06,archived,X,X,,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 쇠고기미역국라면 용기 100g(OTG Seaweed Beef Soup Ramen 100g),오뚜기 쇠고기미역국라면 용기 100g(OTG Seaweed  Beef Soup Ramen 100g),Cup Noodles,True,8801045575827,,shopify,0,deny,manual,3.80,3.80,True,"=""8801045575827""",2.42,archived,X,X,,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 스낵면 108g(OTG Snack Ramen 108g)[SINGLE],오뚜기 스낵면 108g(OTG Snack Ramen 108g)[SINGLE],Instant Noodles,True,8801045520728,,shopify,0,deny,manual,2.10,2.10,True,"=""8801045520728""",1.07,archived,X,X,,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 스낵면 멀티(OTG Snack Ramen 108g*5)[MULTI],오뚜기 스낵면 멀티(OTG Snack Ramen 108g*5)[MULTI],Instant Noodles,True,8801045520759,108,shopify,0,deny,manual,9.50,9.50,True,"=""8801045520759""",5.38,archived,X,X,,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 스낵면컵 62g(OTG Snack Ramen Cup 62g),오뚜기 스낵면컵 62g(OTG Snack Ramen Cup 62g),Cup Noodles,True,8801045572666,,shopify,0,deny,manual,2.70,2.70,True,"=""8801045572666""",0.00,archived,X,X,,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 스낵면컵 62g*6(OTG Snack Ramen Cup 62g*6),오뚜기 스낵면컵 62g*6(OTG Snack Ramen Cup 62g*6),Cup Noodles,True,8801045572642,=62*6,shopify,0,deny,manual,14.90,14.90,True,"=""8801045572642""",10.90,archived,X,X,,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 열라면 용기 105g(OTG Yeol Ramen Bowl(Spicy) 105g),오뚜기 열라면 용기 105g(OTG Yeol Ramen Bowl(Spicy) 105g),Cup Noodles,True,8801045570716,,shopify,0,deny,manual,2.50,2.50,True,"=""8801045570716""",2.00,archived,X,X,,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 열라면 컵 62g(OTG Yeol Ramen Cup(Spicy) 62g)[SINGLE],오뚜기 열라면 컵 62g(OTG Yeol Ramen Cup(Spicy) 62g)[SINGLE],Cup Noodles,True,8801045551890,,shopify,0,deny,manual,1.95,1.95,True,"=""8801045551890""",1.32,archived,X,X,,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 열라면 컵 62g*6(OTG Yeol Ramen Cup(Spicy) 62g*6)[MULTI],오뚜기 열라면 컵 62g*6(OTG Yeol  Ramen Cup(Spicy) 62g*6)[MULTI],Cup Noodles,True,18801045551897,,shopify,0,deny,manual,11.20,11.20,True,"=""18801045551897""",7.90,archived,X,X,,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 옛날 닭곰탕 500g(OTG Chicken Soup 500g),오뚜기 옛날 닭곰탕 500g(OTG Chicken Soup 500g),Instant Foods,True,8801045290683,,shopify,0,deny,manual,6.90,6.90,True,"=""8801045290683""",4.61,archived,X,X,,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 옛날 통단팥죽 285g(OTG Sweet Redbean Porridge 285g),오뚜기 옛날 통단팥죽 285g(OTG Sweet Redbean Porridge 285g),Instant Foods,True,8801045303031,,shopify,0,deny,manual,5.50,5.50,True,"=""8801045303031""",3.58,archived,X,X,,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 옛날국수 소면 3kg(OTG Wheat Noodles 3kg),오뚜기 옛날국수 소면 3kg(OTG Wheat Noodles 3kg),Noodles,True,8801045491707,,shopify,0,deny,manual,18.90,18.90,True,"=""8801045491707""",14.00,archived,X,X,,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 오동통면 120g(OTG Odongtong Ramen 120g)[SINGLE],오뚜기 오동통면 120g(OTG Odongtong Ramen 120g)[SINGLE],Instant Noodles,True,8801045522883,120,shopify,0,deny,manual,2.20,2.20,True,"=""8801045522883""",1.09,archived,X,X,,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 오동통면 멀티(OTG Odongtong Ramen 120g*4)[MULTI],오뚜기 오동통면 멀티(OTG Odongtong Ramen 120g*4)[MULTI],Instant Noodles,True,8801045524344,480,shopify,0,deny,manual,7.99,7.99,True,"=""8801045524344""",4.38,archived,X,X,,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 오뚜기밥 210g*12(OTG Steamed Rice 210g*12),오뚜기 오뚜기밥 210g*12(OTG Steamed Rice 210g*12),Rice,True,18801045890491,=210*12,shopify,0,deny,manual,33.60,33.60,True,"=""18801045890491""",25.00,archived,X,X,,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 오뚜기밥 210g*24(OTG Steamed Rice 210g*24),오뚜기 오뚜기밥 210g*24(OTG Steamed Rice 210g*24),Rice,True,18801045890415,=210*24,shopify,0,deny,manual,71.76,71.76,True,"=""18801045890415""",0.00,archived,X,X,,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 오뚜기밥 발아현미밥 210g(OTG Steamed Brown Rice 210g)[SINGLE],오뚜기 오뚜기밥 발아현미밥 210g(OTG Steamed Brown Rice 210g)[SINGLE],Rice,True,8801045890449,210,shopify,0,deny,manual,3.99,3.99,True,"=""8801045890449""",2.61,archived,X,O,O,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 오뚜기밥 발아현미밥 210G*3(OTG Steamed Brown Rice 210G*3)[MULTI],오뚜기 오뚜기밥 발아현미밥 210G*3(OTG Steamed Brown Rice 210G*3)[MULTI],Rice,True,8801045893020,630,shopify,0,deny,manual,11.50,11.50,True,"=""8801045893020""",7.83,archived,X,O,O,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 오뚜기밥 발아흑미밥 210g(OTG Steamed Black Rice 210g)[SINGLE],오뚜기 오뚜기밥 발아흑미밥 210g(OTG Steamed Black Rice 210g)[SINGLE],Rice,True,8801045890463,210,shopify,0,deny,manual,3.99,3.99,True,"=""8801045890463""",2.61,archived,X,O,O,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 오뚜기밥 발아흑미밥 210g*3(OTG Steamed Black Rice 210g*3)[MULTI],오뚜기 오뚜기밥 발아흑미밥 210g*3(OTG Steamed Black Rice 210g*3)[MULTI],Rice,True,8801045893037,630,shopify,0,deny,manual,11.50,11.50,True,"=""8801045893037""",7.83,archived,X,O,O,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 오뚜기밥 싱글 미주용 210G(OTG Steamed Rice (EX) 210G),오뚜기 오뚜기밥 싱글 미주용 210G(OTG Steamed Rice (EX) 210G),Rice,True,645175890416,210,shopify,9,deny,manual,3.20,3.20,True,"=""645175890416""",2.08,archived,X,O,O,-,Out of stock,Out of stock,3 Left,6 Left,CFC,
오뚜기 와사비분 200g(OTG Wasabi Powder 200g),오뚜기 와사비분 200g(OTG Wasabi Powder 200g),Powder,True,8801045452531,200,shopify,0,deny,manual,6.99,6.99,True,"=""8801045452531""",4.90,archived,X,X,,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 즉석 미역국 18g(OTG Instant Seaweed Soup 18g),오뚜기 즉석 미역국 18g(OTG Instant Seaweed Soup 18g),Instant Foods,True,8801045620107,,shopify,0,deny,manual,4.90,4.90,True,"=""8801045620107""",2.08,archived,X,X,,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 즉석 육개장 38g(OTG Instant Spicy Beef Soup 38g),오뚜기 즉석 육개장 38g(OTG Instant Spicy Beef Soup 38g),Instant Foods,True,8801045620909,,shopify,0,deny,manual,3.60,3.60,True,"=""8801045620909""",3.25,archived,X,X,,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 진짜장 135g(OTG Jin Jjajang Ramen 135g)[SINGLE],오뚜기 진짜장 135g(OTG Jin Jjajang Ramen 135g)[SINGLE],Instant Noodles,True,8801045525457,135,shopify,0,deny,manual,2.90,2.90,True,"=""8801045525457""",1.91,archived,X,X,,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 진짜장 멀티(OTG Jin Jjajang Ramen 135g*4)[MULTI],오뚜기 진짜장 멀티(OTG Jin Jjajang Ramen 135g*4)[MULTI],Instant Noodles,True,8801045525464,=135*4,shopify,0,deny,manual,10.50,10.50,True,"=""8801045525464""",7.62,archived,X,X,,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
오뚜기 진짬뽕 용기 115g(OTG Jin Jjambbong Bowl 115g),오뚜기 진짬뽕 용기 115g(OTG Jin Jjambbong Bowl 115g),Cup Noodles,True,8801045574585,,shopify,0,deny,manual,4.80,4.80,True,"=""8801045574585""",2.58,archived,X,X,,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
